Artist,Title,Lyrics
Cher,I Found Someone,"Don't you know, so many things they come and go  
Like your words that once rang true  
Just like the love I thought I found in you  
And I remember the thunder, talkin' 'bout the fire in your eyes  
But you walked away when I needed you most  
  
Now maybe, baby, maybe, baby, I found someone  
To take away the heartache, to take away the loneliness  
I've been feelin' since you've been gone, since you've been gone  
  
Dry your eyes. I never could bear to see you cry  
Someday your love will shine through  
And show you the feelings you never really knew  
But, baby, don't ya lose that thunder, talkin' 'bout the fire in your eyes  
You're lookin' at me but you still don't believe  
  
That maybe, baby, maybe, baby, I found someone  
To take away the heartache, to take away the loneliness  
I've been feelin' since you've been gone, since you've been gone  
  
Too long on the border line, wonderin' if your love was really mine  
But you left me with open eyes, and when I realized, baby  
I found someone to take away the heartache  
To take away the loneliness I've been feelin' since you've been gone  
Baby I found someone to take away the heartache  
To take away the loneliness I've been feelin' since you've been gone  

"
Madonna,I'm Addicted,"When did your name change from a word to a charm?  
No other sound makes the hair stand up on the back of my arm  
All of the letters push to the front of my mouth  
And saying your name is somewhere between a prayer and a shout  
And I can't get it out  
  
When did your name change from language to magic?  
I'd write it again on the back of my hand,  
And I know it sounds tragic  
  
It feels like a drug  
And I can't get enough  
And it fits like a glove  
I'm addicted to your love  
(I'm addicted to your love)  
I'm addicted to your love  
I'm addicted, I'm addicted, I'm addicted to your  
I'm addicted, I'm addicted, I'm addicted to your love  
  
Now that your name  
Pumps like the blood in my veins  
Pulse through my body, igniting my mind  
It's like MDNA and that's OK  
  
It feels like a drug  
And I can't get enough  
And it fits like a glove  
I'm addicted to your love  
I'm addicted, I'm addicted, I'm addicted to your love  
I'm addicted, I'm addicted, I'm addicted to your love  
  
I need this exchange  
I don't care if you think that I'm strange  
Something happens to me when I hear your voice  
Something happens to me and I have no choice  
  
I need to hear your name  
Everything feels so strange  
I'm ready to take this chance  
I need to dance  
  
It feels like a drug  
And I can't get enough  
And it fits like a glove  
I'm addicted to your love  
I'm addicted, I'm addicted, I'm addicted to your love  
I'm addicted, I'm addicted, I'm addicted to your love  
MDNA, MDNA, MDNA, MDNA (I'm addicted)  
MDNA, MDNA, MDNA, MDNA (I'm addicted)  
MDNA, MDNA, MDNA, MDNA (I'm addicted)  
MDNA, MDNA, MDNA, MDNA (I'm addicted)  
MDNA, MDNA, MDNA, MDNA (I'm addicted)

"
Pet Shop Boys,Opportunities,"I've got the brains, you've got the looks  
Let's make lots of money  
You've got the brawn, I've got the brains  
Let's make lots of  
  
I've had enough of scheming and messing around with jerks  
My car is parked outside, I'm afraid it doesn't work  
I'm looking for a partner, someone who gets things fixed  
Ask yourself this question, Do you want to be rich?  
  
I've got the brains, you've got the looks  
Let's make lots of money  
You've got the brawn, I've got the brains  
Let's make lots of money  
  
You can tell I'm educated, I studied at the Sorbonne  
Doctored in mathematics, I could have been a don  
I can program a computer, choose the perfect time  
If you've got the inclination, I have got the crime  
  
Oh, there's a lot of opportunities  
If you know when to take them, you know?  
There's a lot of opportunities  
If there aren't, you can make them  
Make or break them  
  
I've got the brains, you've got the looks  
Let's make lots of money  
Let's make lots of  
Money  
  
You can see I'm single-minded, I know what I could be  
How'd you feel about it, come and take a walk with me?  
I'm looking for a partner, regardless of expense  
Think about it seriously, you know, it makes sense  
  
Let's (Got the brains)  
Make (Got the looks)  
Let's make lots of money (Oh money)  
(Let's) You've got the brawn  
(Make) I've got the brains  
Let's make lots of money (Oh money)  
  
I've got the brains (Got the brains)  
You've got the looks (Got the looks)  
Let's make lots of money (Oh money)  
Money

"
Pitbull,I Know You Want Me,"Ha, ha  
It's Mr. 305 checkin' in for the remix  
You know that S 75 Street Brazil?  
Well this year's gon' be called Calle Ocho  
Ha, ha  
  
Que ola cata, que ola omega  
And this how we gon' do it, dale  
  
One two three four  
Uno dos tres cuatro  
  
I know you want me, want me  
You know I want cha, want cha  
I know you want me  
You know I want cha, want cha  
  
I know you want me, want me  
You know I want cha, want cha  
I know you want me  
You know I want cha, want cha  
(Ha ha ha)  
  
One two three four  
Uno do' tres cuatro  
  
Rumba, si  
Ella quiere su Rumba, como?  
Rumba, si  
Ella quiere su Rumba, como?  
  
Si es verdad que tu eres guapa  
Yo te voy a poner gozar  
Tu tiene la boca grande  
Dale ponte a jugar, como?  
  
One two three four  
Uno dos tres cuatro  
(Woo-ooo!)  
  
Six to tha clock, on my way to the top uh  
Pit got it locked from brews to the locker  
All I.P uh, big and packer  
That he's not, but damn he's hot  
  
Label flop but Pit won't stop  
Got her in the car, quit playin' with his, como?  
Watch him make a movie like Albert Hitchcock, ha enjoy me  
  
I know you want me, want me  
You know I want cha, want cha  
I know you want me  
You know I want cha, want cha  
  
I know you want me, want me  
You know I want cha, want cha  
I know you want me  
You know I want cha, want cha  
(Ha ha ha)  
  
One two three four  
Uno dos tres cuatro  
  
Rumba, si  
Ella quiere su Rumba, como?  
Rumba, si  
Ella quiere su Rumba, como?  
  
Si es verdad que tu eres guapa  
Yo te voy a poner gozar  
Tu tiene la boca grande  
Dale ponte a jugar, como?  
  
One two three four  
Uno dos tres cuatro  
(Woo-ooo!)  
  
Mami got an ass like a donkey, with a monkey  
Look like King Kong, welcome to the crib  
305, that's what it is  
With a woman down here the shit don't play games  
  
They off the chain, and they let her do everything  
And anything, hit tha thing  
And they love to get it in, get it on her  
All night long, dale  
  
I know you want me, want me  
You know I want cha, want cha  
I know you want me  
You know I want cha, want cha  
  
I know you want me, want me  
You know I want cha, want cha  
I know you want me  
You know I want cha, want cha  
(Ha ha ha)  
  
One two three four  
Uno dos tres cuatro  
  
Rumba, si  
Ella quiere su Rumba, como?  
Rumba, si  
Ella quiere su Rumba, como?  
  
Si es verdad que tu eres guapa  
Yo te voy a poner gozar  
Tu tiene la boca grande  
Dale ponte a jugar, como?  
  
One two three four  
Uno dos tres cuatro  
  
Baby you can get it, if you with it we can play  
Baby I got cribs, I got condos we can stay  
Even got a king size mattress we can lay  
Baby I don't care, I don't care, what they say  
  
I know you want me, want me  
You know I want cha, want cha  
I know you want me  
You know I want cha, want cha  
  
I know you want me, want me  
You know I want cha, want cha  
I know you want me  
You know I want cha, want cha  
(Ha ha ha)  
  
One two three four  
Uno dos tres cuatro  
  
Rumba, si  
Ella quiere su Rumba, como?  
Rumba, si  
Ella quiere su Rumba, como?  
  
Si es verdad que tu eres guapa  
Yo te voy a poner gozar  
Tu tiene la boca grande  
Dale ponte a jugar, como?  
  
One two three four  
Uno dos tres cuatro

"
The Monkees,99 Pounds,"I tell ya she's a heart breaker  
And you can't tell me she ain't  
There's a little devil in her  
Under all that powder and paint  
And she can hang you up every night  
And get you so uptight  
She's ninety nine pounds, I said ninety nine pounds,  
She's ninety nine pounds of some kind of dynamite  
  
I tell you half a ton of sugar ain't half as sweet as her  
She can change and rearrange you  
Till you can't tell what you were  
And it don't even pay to fight  
'Cause she don't know wrong from right  
She's ninety nine pounds, I said ninety nine pounds,  
She's ninety nine pounds of some kind of dynamite  
  
And she may look like an angel  
But she's made out of TNT  
She's a little bitty thing and she ????  
Yeah but when she holds you tight  
She's some kind of outta sight  
She's ninety nine pounds, I said ninety nine pounds,  
I said ninety nine pounds of some kind of dynamite  
I said ninety nine pounds, I said ninety nine pounds,

"
Cyndi Lauper,No One's Home,"Leave me alone  
I'm not home  
Don't hear your knock at the door  
I'm running away so don't call  
There'll be no answer today  
  
There's no one at home  
There's no one at home  
Oh there'll be no one at home  
There's no one at home oh oh  
Oh there'll be  
  
Don't ask me why  
Time goes by, I haven't heard from the witness  
No things are play  
So don't call me  
There'll be no answer today  
  
There's no one at home  
There's no one at home  
Oh there'll be no one at home  
There's no one at home  
Oh there'll be  
  
Be better if I fall... After all  
I'm always crying crying  
So would you catch me if I fell  
When there no one listening  
To hear what happened  
When I'm all on my own  
  
Leave me alone  
I'm not home  
Don't hear your knock at the door  
I'm running away so don't call  
There'll be no answer today  
  
There's no one at home  
There's no one at home  
Oh there'll be no one at home  
There's no one at home  
Oh there'll be  
  
Be better if I fall... After all  
I'm always crying crying  
Know if you catch me if I fell  
And there's no one listening  
To hear what happened  
When I'm all on my own  
No one at home  
No one at home  
  
No nah nah nah nah nah nah  
Nah na no no hah hah  
No nah nah nah no no no no uh oh

"
Eminem,Bagpipes From Baghdad,"Oh! It's music to my ears, Oh man!  
How can I describe, the way I feel?  
Fuckin great man! Okay, let me see  
How could I begin  
  
Locked in Mariah's wine cellar all I had for lunch,  
Was red wine, more red wine, and Captain Crunch,  
Red wine for breakfast and for brunch,  
And to soak it up and in between snack, crackers to munch,  
Mariah, what's ever happened to us, why did we have to break up,  
All I asked for was a glass of punch,  
You see, I never really ask for much,  
I can't imagine what's going through your mind after such,  
A nasty breakup with that Latin hunk,  
Weisman Gale, Nick Cannon better back the fuck up,  
I'm not playin, I want to bag ya punk,  
This is Hello Kitty bedspread satin funk,  
Mixed with Egyptian, with a little rappin pump,  
Zappin Eric Clapton, (Shaft?), Frank Zappa crunk,  
And yeah baby, I want another crack at ya,  
You can beat me with any spatula thatcha want,  
I mean I really want you bad you cunt,  
Nick you had your fun,  
I've come to kick you in your sack of junk,  
Man I could use a fresh batch of blood,  
So prepare your vernacular for Dracula acupunc-ture  
  
[Chorus]  
Bagpipes from Baghdad  
When will it ever cease, for Pete's sake he's crazy, to say the least  
Bagpipes from Baghdad  
What's going through my mind half the time, when I rhyme, while blowing on my  
Bagpipes from Baghdad  
Somebody turn the vacancy sign on, 'cause I'm gone, blowing on my  
Bagpipes from Baghdad  
I run the streets and act like a madman, holding a glad-,  
  
You can be a permanent fixture,  
In my lyrical mixture,  
I'm the miracle whit trixter,  
My sig-nature sound, when the tube of lipstick's around,  
I'm bound to put on in an instant, wow  
Man what an ensemble, what an assortment of pharma-  
Ceuticals, it's beautiful, pill dust in my palm, my  
Cuticles get residue just from touching the bottle,  
Never knew I could remind me so much of my mama,  
I'll cut you like Dahmer, pull a butcher knife on ya,  
The size of a sword boy, I'm like a fucken Red Sonia,  
Get it stuck in your cornea,  
Nice knowin ya Norman,  
You're so fuckin' annoyin,  
Drop the shovel boy, you don't know what the fuck ya doin',  
I ain't playin' no fuckin' more,  
Nick Cannon you prick, I wish you luck with the fuckin whore,  
Every minute there's a sucker born,  
Snuck up on Malachai and made the motherfucker suck on a shuck of corn,  
Shuck of, shuck of corn, shuck of corn,  
Hit Jason in the face with a hockey puck and told him it's fucken on,  
What the fuck are you doin',  
You're runnin' over the snow blower,  
With the lawnmower, blow on your  
Bagpipes from Baghdad  
  
[Chorus]  
  
In the bed with two braindead lesbian vegetables,  
I bet you they become heterosexual,  
Nothing will stop me from molesting you,  
Tittyfucking you til your breasticle  
Flesh, tickles my testicles,  
Is what they said to the two conjoined twins,  
How's it going girlfriends, you need a boyfriend,  
You need some ointment, just make an appointment,  
Who's gonna see the doctor first, we'll do a coin flip  
I just got my one year sobriety coin chip,  
When the bad get going, how bad does the going get  
Baby you shouldn't have any trouble rubbing groins wit  
Each other, especially when you're joined at the hip,  
I'm going to get the needle, new thread from the sewing kit,  
An attempt to seperate em and stitch em back at the loin shit,  
Lured the little boy with the chocolate chips ahoy chip  
Cookie, lookie even took me a polaroid, bitch  
  
[Chorus]  
  
(Vocoder) Hum-de-lay-le-lah-aaahhhhhhh (X4)

"
Nicki Minaj,Doin' It Well,"[Talkin: Jadakiss]  
Ay yo yo yo Ay yo what!  
Muthafucka you know who it is, ya mean, you boi the muthafuckin everything  
I'm everything, (Hahahaaa) But we neither here nor there this is for ma
muthafuckin beotchh  
Nicki Minaj, Sucka Free, I love you baby, You know I'm lookin for you, you be
dodging  
Me, ya mean, you be in miami layin songs and all dat, But umm it's all good,
ya'll  
Niggas make sure ya'll ch-check this shit out right here, Sucka Free, Nicki
Minaj, Spittin that  
Shit for ya'll niggas and bitches, Ya dig, stop hidding from me to,  
Sucka Free muthafucka what!  
  
[Talkin: Nicki Minaj]  
Remixxxx  
Ay yo Kiss look I mean you know m-my aka sit on ya favorite rapper face and
shit you know like I mean you know  
The question today is Who's my favorite rapper like everybody wanna know, ya
mean  
(Hahaha) Guess What? Your My Favorite Rapper.  
  
[Verse:]  
I'm a spit on it then I'm gonna sit on it You can fuck my girls to Daddy I'm a
kindone it,  
I'm a put my lips on ya lips, who's better, nigga you can ask Micheal Jack.
Who's badder,  
You can lick it from the front you can lick it from the back, when I jiggle my
ass you can do your lil' laugh,  
(Hahaha) You so funny Kiss, I wanted to fuck you since, you worked with that
yummie bitch,  
Anyway I got a tight lil' honey dip, that's why these niggas git tight when
honey dip,  
Niggas know my pussy taste like mango-tango, so they put a couple karats in my
ankle bangle,  
When my legs go back you can hear them jangle, wish ya pocket can't stop like
a can of pringles,  
Let me, grab the mic while I spit ya song(slurp slurp) uh six seconds Jadakiss
your on,  
Uh Uh On Uh Uh On Uh Uh Uh Uh Onnnnnnn!  
  
[Chorus:]  
Doin it and doin it and doin it well  
I represent Queens, he was raised down in Yonkers  
Doin it and doin it and doin it well [x3]  
I represent Queens, he was raised down in Yonkers

"
Garth Brooks,The Beaches Of Cheyenne,"They packed up all his buckles and shipped his saddle to his dad  
And by the way the house looked, she must have took it bad  
The workers come on Monday to fix the door and patch the wall  
They say she just went crazy the night she got the call  
  
He was up in Wyoming and drew a bull no man could ride  
He promised her he'd turn own well it turned out that he lied  
And the dreams that they'd been living in the California sand  
Died right there beside him in Cheyenne  
  
They say she just went crazy screamin' out his name  
She ran out into the ocean and to this day they claim  
That if you go down by the water you'll see her footprints in the sand  
'Cause every night she walks the beaches of Cheyenne  
  
They never found her body, just her diary by the bed  
It told about the fight they had and the words that she had said  
When he told her he was ridin' she said, 'Then I don't give a damn  
If you never come back from Cheyenne?  
  
They say she just went crazy screamin' out his name  
She ran out into the ocean and to this day they claim  
That if you go down by the water you'll see her footprints in the sand  
'Cause every night she walks the beaches of Cheyenne  
  
Nobody can explain it, some say she's still alive  
They'd even claim they've seen her on the shoreline late at night  
And if you go down by the water, you'll see her footprints in the sand  
'Cause every night she walks the beaches of Cheyenne  
  
'Cause every night she walks the beaches of Cheyenne

"
Ramones,I Don't Want To Live This Life,"Now that you're gone i feel the painmy heart trembles i call your name  
I miss your touch your soft blonde hair i keep searching for an answer  
It just ain't there  
  
And i don't want to live this life and i don't want to live this life  
And i don't want to live this life anymore  
  
Everywhere i turn, the finger points on me you'll never understand i'm in
misery  
'cause baby without you i have no one oh, my sweet darling what have i done  
  
And i don't want to live this life and i don't want to live this life  
And i don't want to live this life anymore  
  
She smiled at me as i held her carefully her last words were ""i love you""  
Thought it ser me free and i can't forget that look on her face  
It looked like an angel as she died in my prayers  
  
And i don't want to live this life and i don't want to live this life  
And i don't want to live this life anymore

"
Xzibit,Foundation,"When I look you in your eyes I can see my own  
Straight love manifested in flesh and bone  
You's a breath of fresh air in this world of shit  
You was born to be a soldier don't ever forget  
Hit back when hit  
Use force that's effective  
All these bitches and women  
Son, please be selective  
This is California can't stick your dick in everything  
We will survive necessarily by any means  
Let no man ever hold you down or suppress you  
It's the 90's the police just arrest you,  
disrespect you on occasion take life  
By the time you come of age they'll probably blast on sight  
It's a shame they protect them but try to serve us  
When your neck is on the line stand ground then bust  
In God we trust but just in case keep it loaded and locked  
Ready to rock  
Then shake the spot  
The Foundation  
  
You came from a long line of killers and drug dealers  
Who forever smoke bud  
So it's probably in your blood  
Realize you can only run the streets so long  
Then the streets run you into the ground then gone  
It's kinda ruff trying to teach you what's right from wrong  
Same shit different day  
It's the same ol' song  
If the time ever comes that I meet my match  
Take control of my assets  
Fuck startin' from scratch  
Take care of your mother  
Keep yourself on track  
Just cause niggas get behind you don't mean they got your back  
Beware of the serpent  
Cause there's a time in life the mothafucker will strike  
And try to make you loose sight  
Don't be a fake mothafucker tryin' to keep shit real  
Fill cassettes with idle threats with no guts to kill  
Son if you ever pull heat  
Then use it  
If you got a chance to walk away  
Then do it  
Total domination takes full concentration in all situations  
A solid foundation  
  
You are the foundation  
Beginning of a new generation  
I remember hospital hallway pacin'  
I was anxious as fuck to see your face shine  
Only to find that yours looked like mine  
So it's like I'm livin' twice at the exact same time  
In this life you can't press stop  
Then press rewind  
Gotta live to the fullest never follow behind no man  
Have your own plan, expand your mind  
Ain't no paper thin game to raise wannabe thugs  
This is nothing but love  
Via satellite Mug gs  
Take heed when it's your turn to bring new life  
Make sure it's the woman you gonna make your wife  
Be prepared for the worst  
But expect the best  
No matter where life takes you  
Come home to the West  
Survival takes more than just gats and guns  
That's words to live by  
From a father to a son  
Foundation

"
HIM,Scared To Death,"In the biblical sense and sensibility  
Let me know you  
I'll kiss that smile off your face just say when  
  
Just say when.  
  
I'm not afraid to say ""I love you""  
Any more than I used to be babe I am scared to death  
To fall in love (with you)  
  
All these pick-up lines from hell  
Icebreakers infernal  
From a heart so black and blue  
Only for you  
  
Just say when again.  
  
I'm not afraid to say, ""I love you.""  
Any more than I used to be, babe.  
I am scared to death.  
I am scared to death to fall in love with you.  
  
With you.  
  
I'm not afraid to say, ""I love you.""  
Anymore than I used to be, babe.  
I am scared to death.  
I am scared to death to fall in love.  
  
I'm not afraid to admit I adore you  
Any more than I was before babe I am scared to death  
To fall in love with you  
  
With you.  
With you.  
  
I'm scared to death.  
I'm scared to death.  
I'm scared to death.  
  
And you're sweet like poison.

"
Scorpions,Does Anyone Know,"Is this world out of control  
Say what is right what is wrong  
Do I know this world at all  
I think I do but then I don't  
I'm confused by what I see  
I try to understand  
But it makes no sense at all  
I'm confused by what I feel  
I thought that our love  
Was something that is real  
  
Does anyone know  
The truth we're looking for  
Can't find it anymore  
Does anyone know  
How to make me feel  
For something that is real  
  
So many things that I recall  
When we were young just flying high  
Can we turn our fate at all  
I wish we could say don't you cry  
I'm confused by what I hear  
Girl it seems to me  
We're losing after all  
I'm confused by what I feel  
I thought that our love  
Was something that is real  
  
Does anyone know  
The truth we're looking for  
Can't find it anymore  
Does anyone know  
How to make me feel  
For something that is real  
  
Another day has just begun  
Life goes on there's no return  
How can I trust anyone  
When honesty is such a dirty word  
  
Does anyone know  
The truth we're looking for  
Can't find it anymore  
Does anyone know  
How to make me feel  
For something that is real  
  
Does anyone know  
The truth we're looking for  
Can't find it anymore  
Does anyone know  
How to make me feel  
For something that is real  
  
Yeah

"
Divine,One More Try,"Had enough danger  
And people on the streets  
I'm looking out for angels (Angels)  
Just trying to find some peace  
Now I think it's time  
That you let me know  
So if you love me  
Say you love me  
But if you don't  
Just let me go 'cause  
  
Teacher  
There are things that I don't want to learn  
And the last one I had made me cry  
So I don't want to learn to hold you touch you  
Think that you're mine because it ain't  
No world for an uptown girl  
Whose teacher has told her goodbye  
Goodbye, oh goodbye  
When you were just a stranger  
And I was at your feet  
I didn't feel danger  
Now I feel the heat  
What look in your eyes  
It's telling me no  
So you think that you love me  
Know that you need me  
I wrote the song, I know it's wrong  
Just let me go  
So I don't want to learn to hold you, touch you  
Think that you're mine  
No world for an uptown girl  
Who just isn't willing to try  
I'm so cold inside  
Oh maybe just one more try  
One more try to ease my mind I feel so cold inside  
One more try to ease my mind I feel so cold inside

"
Foo Fighters,M.I.A.,"Call and I'll answer  
At home in the lost and found  
You say that I'm much too proud  
Someone who's taken pleasure  
In breaking down  
  
Never mind the mannequins  
Drunk in their hollow town  
Drinking their spoils down  
Cheap imitations  
A revelation is now  
  
Yeah, you won't find me  
I'm going M.I.A.  
Tonight I'm leaving  
Going M.I.A.  
Getting lost in you again  
Is better than being numb  
  
Counting every minute  
Till the feeling comes crashing down  
Run when it hits the ground  
I'm good at escaping,  
But better at flaking out  
  
Calling unanswered  
The center becomes blown out  
Stuck on the inside now  
It's fear I'm embracing  
I never could face you down  
  
Yeah, you won't find me  
I'm going M.I.A.  
Tonight I'm leaving  
Going M.I.A.  
Getting lost in you again  
Is better than being numb  
  
Red, red, laced around your head  
Cold and rescued  
  
Call and I'll answer  
At home in the lost and found  
You say that I'm much too proud  
Someone who's taken pleasure  
In breaking down  
  
Never mind the mannequins  
Drunk in their hollow town  
Drinking their spoils down  
Cheap imitations  
A revelation is now  
  
Yeah, you won't find me  
I'm going M.I.A.  
Tonight I'm leaving  
Going M.I.A.  
So you don't find me  
I'm going M.I.A.  
Tonight I'm leaving  
Going M.I.A.  
Say goodbye to me  
I'm going M.I.A.  
I can find relief  
I'm going M.I.A.  
Getting lost in you again  
Is better than being numb  
  
Better than playing dumb

"
Ella Fitzgerald,Five O'Clock Whistle,"The five o'clock whistle's on the blink  
The whistle won't blow and whadd'ya think?  
My pop is still in the factory 'cause he don't know  
What time it happens to be  
  
The five o'clock whistle didn't blow  
The whistle is broke and whadda'ya know?  
If somebody don't find out what's wrong  
Oh, my pop'll be workin' all night long  
  
Oh, who's gonna fix the whistle?  
Won't somebody fix the whistle?  
Oh, who's gonna fix the whistle?  
So my poor old pop will know it's time for him to stop  
  
Ya ought to hear what my mommy said  
When papa came home and sneaked into bed  
And told her he worked till half past two  
Cause the five o'clock whistle never blew

"
Black Sabbath,Psychophobia,"Mortal Eyes, Looking Through A Veil Of Dreams,  
Hypnotised, An Ever Living Soul With Wings.  
Think You're God, But You Never Had Control,  
Think You're Loved But There's No One There At All...  
Chorus:  
My Colours All Ran Dry, And Now I See The World In  
Black And White,  
It's Too Late Now, It's Time To Kiss The Rainbow  
Goodbye.  
Poison Tears Running From A Palsied Face,  
Satan Nears, Descending On The Human Race.  
Think You're God, Don't You Wish You Had Control,  
Think You're Loved But There's No One There At All...  
Chorus  
Listen To The Wind, Hear The Gospel Blow.  
Tell Me That You Don't Hear What I'm Hearing  
And I Will Let You Go.  
Look Up To The Sky, Put Your Trust In Me,  
Tell Me That You Ain't Feelin What I'm Feelin And I  
Will Set You Free.  
Look Into The Flame, See The Embers Glow,  
Tell Me That You Don't See What I'm Seein And I  
Will Let You Go  
Taste The Holy Blood, Running From My Veins  
Tell Me That You Ain't Feelin What I'm Feelin And  
I'll Take Away The Pain  
Yes I Will Now, Oh Yes I Will, It's Time To Kiss The  
Rainbow Goodbye.  

"
Dolly Parton,Coat Of Many Colors,"Back through the years  
I go wanderin' once again  
Back to the seasons of my youth  
I recall a box of rags that someone gave us  
And how my momma put the rags to use  
There were rags of many colors  
Every piece was small  
And I didn't have a coat  
And it was way down in the fall  
Momma sewed the rags together  
Sewin' every piece with love  
She made my coat of many colors  
That I was so proud of  
As she sewed, she told a story  
From the bible, she had read  
About a coat of many colors  
Joseph wore and then she said  
I hope this coat will bring you  
Good luck and happiness  
And I just couldn't wait to wear it  
And momma blessed it with a kiss  
  
My coat of many colors  
That my momma made for me  
Made only from rags  
But I wore it so proudly  
Although we had no money  
I was rich as I could be  
In my coat of many colors  
My momma made for me  
  
So with patches on my britches  
And holes in both my shoes  
In my coat of many colors  
I hurried off to school  
Just to find the others laughing  
And making fun of me  
And my coat of many colors  
My momma made for me  
  
And oh I couldn't understand it  
For I felt I was rich  
And I told them of the love  
My momma sewed in every stitch  
And I told 'em all the story  
Momma told me while she sewed  
And how my coat of many colors  
Was worth more than all their clothes  
  
But they didn't understand it  
And I tried to make them see  
That one is only poor  
Only if they choose to be  
Now I know we had no money  
But I was rich as I could be  
In my coat of many colors  
My momma made for me  
Made just for me

"
Korn,It's Gonna Go Away,"Ooh fuck fuck fuck  
I've gotta let her go (What happened?)  
(What happened then?)  
Never let it up let it up let it up  
  
Ah! Let it up  
I don't want this to go away (Go away)  
I'm so scared (Going away)  
I can't stand what's going on (It's going away)  
  
We all crumble (It's still gonna go away)  
(It's still gonna go away)  
We crumble under pressure (pressure)  
Pressure (pressure)  
I can't go living on

"
Faith Hill,A Man's Home Is His Castle,"Linda works the diner pourin' coffee slingin' hash  
She said, ""I wouldn't have come in today  
""But I really need the cash  
""I know I can't fool anyone 'cause dark glasses tell no lies  
""But make-up won't cover up a blackened eye""  
Oh, oh, oh no  
  
""You see, Jimmy works construction now  
""But yesterday it rained  
""So he went down to the liquor store  
""And by noon he felt no pain  
""I came in an hour late then I let his supper burn  
""Well he hit the roof hit the wall  
""And then it was my turn""  
  
He said ""A man's home is his castle  
It always has been and so it remains""  
""But he holds the keys in a fist of rage  
""His home is his castle  
""And mine is a cage  
  
Someone much have heard the noise and they dialed 911  
And the cop that showed up at the door asked,  
""Is there a problem son?""  
Jimmy smiled and said ""No sir, just a little fight that's all  
Hey you know how it gets sometimes  
When you're layin' down the law""  
Oh, oh, oh no  
  
""So I pulled out my suitcase I started packin' up my clothes  
""And Jimmy said 'Now Linda, where do you expect to go with those'  
""I told him 'I have tried, but not an ounce of love survives'  
""Well he grabbed my wrist and shouted  
""You're not leavin' here alive""  
  
She said ""I'm savin' up my money and when I get the nerve I'll run  
""But Jim don't give up easily so I intend to buy a gun  
""He will never see the way he treats me is a crime  
""Somebody oughta lock him up but I'm the one  
""Who's done the time""  
  
He said ""A man's home is his castle  
It always has been and so it remains""  
""But he holds the keys in a fist of rage  
""His home is his castle  
""And mine is a cage""

"
Gordon Lightfoot,Stay Loose,"If you've got a heartache  
Of the kind that will not pass by  
Even if you don't see the end  
Of what lies around the bend  
Don't stay that way  
It's all in a day believe me  
Even the best of dreams must end  
Even so it grieves me  
Stay loose, don't fight it  
Let it take you all the way and  
If it's wrong, you will right it  
Do not waste these hours away  
How many times have I told you  
These are the tears I've shed  
Could it be that I need help  
Is it maybe I've come undone  
And one thing more  
You know it don't come easy  
Even the best of friends must part  
Even so it grieves me  
Stay loose, don't fight it  
Let love take a holiday  
If it's wrong, you're gonna right it  
Do not waste these hours away  
Soon the storm will be over  
And the clouds will all pass by  
To be insane beyond belief  
Is sometimes the best relief  
And one thing sure  
Love never did come easy  
Even the best of dreams must end  
Even so it grieves me  
Stay loose, don't fight it  
Let it take you all the way and  
If it's wrong, you will right it  
Do not waste these hours away  
Stay loose, don't fight it  
Let love take a holiday  
If it's wrong, you're gonna right it  
Do not waste these hours away

"
Foo Fighters,Freaks By Live,"If the mother goes to sleep with you  
Will you run and tell geraldo  
If the mother bears your children without tears  
Without the usual costs of labor  
  
If the mother goes to bed with you  
Will you run and tell the neighbors  
Will you hide behind that get up that you wear  
Or will take te first ear that comes into contact with your blade  
Like peter did on the hill  
  
Will you call her a freak?  
Will you call them freaks?  
  
If the mother goes to bed with you  
Will you run and tell the papers  
How she picked you from a line up in downtown philadelphia  
With a cigarette hangin' out of your mouth and henry miller in your back
pocket  
You little fucker  
  
If the mother goes to bed with you  
In the bowels of the cathedral  
Will you render her asunder with what she really needs  
Or will you crash that beautiful silence with some talk about  
Finding yourself in you mother's arms  
  
Will you call her a freak  
Will you call them freaks  
Or will you call them gods  
Will you call them freaks  
  
You know you sperm is weak  
You never looked, so high  
To ever find her so low  
You did not have to go, that far  
To show her you were holy  
  
Now you know they're gonna come for you  
And drag your silly name into the mud  
If the mother bears your children without tears  
And without the usual costs of labor  
  
Will you call her a freak  
Will you call them freaks  
Or will you call them gods  
Will you call them freaks

"
Clash,1-2 Crush On You,"Standing in a queue of a school canteen  
Guys on the corner they were laughin' at me  
But I don't mind if they see it all  
You know I gotta come clean  
I gotta come clean  
I got a crush on you  
  
My mind don't need it but my body do  
A little bit of loving and attention for you  
Although we're only strangers  
They don't need to know  
I gotta cum clean, I gotta cum clean  
Ooh, I got a crush on you  
  
I want to get serious right away  
One-two, I got a crush on you  
What you doin' today or any other day?  
One-two, I got a crush on you  
Just one look and I go insane  
One-two, I got a crush on you  
  
Your daddy never comes to get you  
Cause lives so far away  
But his I-talian chauffeur shows up every day  
But I'll get you in the corner, I'll get you all  
alone  
I gotta cum clean, I gotta come clean  
  
I got a crush on you  
  
One-two, I got a crush on you  
One-two, I got a crush on you  
One-two, I got a crush on you  
I said one-two  
I got a crush on you  
  
Why should I get a crush on yet?

"
